description,category
StockNews.com initiated coverage on shares of Mannatech (NASDAQ:MTEX – Free Report) in a research report sent to investors on Wednesday morning. The brokerage issued a buy rating on the stock. Mannatech Trading Down 5.8 % Shares of NASDAQ MTEX opened at $8.27…,Fitness
"Leslie’s, Inc. (NASDAQ:LESL – Get Free Report)’s stock price reached a new 52-week low during trading on Thursday . The company traded as low as $4.45 and last traded at $4.48, with a volume of 1230672 shares traded. The stock had previously closed at $4.63. …",Fitness
"BNP PARIBAS ASSET MANAGEMENT Holding S.A. lowered its holdings in Masco Co. (NYSE:MAS – Free Report) by 67.6% in the second quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional inv…",Fitness
"Archer Investment Corp purchased a new position in DICK’S Sporting Goods, Inc. (NYSE:DKS – Free Report) during the second quarter, HoldingsChannel reports. The fund purchased 1,495 shares of the sporting goods retailer’s stock, valued at approximately $198,00…",Fitness
Groundbreaking sickle cell fitness program pioneers new way to treat diseasego.com,Fitness
"A video circulating on social media featuring a woman removing posters with photos of kidnapped Israeli victims at the University of Southern California (USC) has gone viral. The New York-based nonpartisan organization, Stop Antisemitism, claims it has identi…",Science
The “moral hazard” of technological optimism in wealthier Muslim countries can be overcome with considered exhortations to Islamic norms against wasteful conduct,Science
Superstition is not just about carrying a lucky charm or avoiding ladders; it's about the human condition itself.,Science
"Eight virtual conference sessions explore psychedelic research for Veterans including trauma support, federal backing, and a pilot study on Ibogaine......",Science
"According to officials, the police and army launched a cordon and search operation in the Parigam area following information about movement of terrorists there. Initially, there was a brief exchange of firing between the terrorists and security forces after w…",Education
"Extended Follow Up Data Show Continued, Transplant Free Survival of All Patients  Results Support Continued Investigation of Lomecel-BTM As Adjunct to......",Science
"As 2023 stumbles towards its close, it’s clear we’re preparing to enter a world that will soon be filled to the brim with robots. Science fiction tells us that AI will soon gain sentience and inevitably crush humanity in its never-ending quest for power. I’ll…",Science
"A study led by scientists at the University of Gothenburg has found hundreds of harmful compounds, including pesticides and medications, in pellets made from recycled plastic. The study concludes that recycled plastics are unfit for most purposes and hinder e…",Science
"Afghan girls above sixth grade are demanding the reopening of schools after the Taliban banned them from accessing education two years ago. On World Science Day, the students emphasized that education is their fundamental right. They urged the Taliban to open…",Science
"Sheaff Brock Investment Advisors LLC lifted its position in shares of Alexandria Real Estate Equities, Inc. (NYSE:ARE – Free Report) by 24.1% in the second quarter, according to its most recent 13F filing with the SEC. The firm owned 9,934 shares of the real …",Science
"Geneos Wealth Management Inc. boosted its position in shares of Alexandria Real Estate Equities, Inc. (NYSE:ARE – Free Report) by 34.8% during the second quarter, according to the company in its most recent filing with the Securities and Exchange Commission. …",Science
StockNews.com began coverage on shares of Educational Development (NASDAQ:EDUC – Free Report) in a report released on Wednesday. The brokerage issued a strong-buy rating on the stock. Educational Development Price Performance NASDAQ EDUC opened at $1.01 on We…,Science
"Abcam plc (OTCMKTS:ABCZF – Get Free Report)’s share price traded down 1.1% during trading on Thursday . The company traded as low as C$22.00 and last traded at C$22.00. 174 shares were traded during mid-day trading, a decline of 93% from the average session v…",Science
"Frank Borman, the astronaut who commanded Apollo 8's historic flight around the moon in 1968, has died at the age of 95. Borman, along with his crewmates James Lovell and William Anders, became the first humans to orbit the moon and see Earth from space. The …",Science
"Toray Industries, Inc. (OTCMKTS:TRYIY – Get Free Report) was the recipient of a large growth in short interest during the month of October. As of October 31st, there was short interest totalling 12,100 shares, a growth of 12,000.0% from the October 15th total…",Science
"A new study has found that polar bear numbers in Greenland have been declining over the past 20,000 years due to rising sea temperatures. The research, which analysed genetic material, food choices, and habitat, along with historical climate data, revealed th…",Science
Volunteers are taking part in an effort to extend the habitat of the most emblematic and endangered species of Rio de Janeiro’s rural interior — the golden lion tamarin,Science
"As AI evolves from handling specific tasks to broader applications, the need for data-centric infrastructures, skill transformations, and trust is further emphasised, the report mentioned.",Science
A rise in chronic rhinosinusitis (CRS) in Japan has prompted a study on the role of the nasal microbiome in the development of the condition. Researchers collected nasal swabs from 143 subjects and found significant differences in microbiome diversity between…,Science
"Belvedere Trading LLC bought a new stake in Diversified Healthcare Trust (NASDAQ:DHC – Free Report) during the 2nd quarter, according to the company in its most recent 13F filing with the SEC. The fund bought 72,536 shares of the real estate investment trust’…",Science
"StockNews.com assumed coverage on shares of Diversified Healthcare Trust (NASDAQ:DHC – Free Report) in a research report report published on Tuesday morning. The brokerage issued a sell rating on the real estate investment trust’s stock. Separately, B. Riley …",Science
"Art’s-Way Manufacturing Co., Inc. (NASDAQ:ARTW – Get Free Report) was the target of a large drop in short interest in October. As of October 31st, there was short interest totalling 3,200 shares, a drop of 54.3% from the October 15th total of 7,000 shares. Ba…",Science
"Beating the trend, Apple's shipments increased by 19% YoY during the quarter. Apple is still seeing a strong demand for the iPhone 13 and 14 series, adding to the demand for the newly launched 15 series, according to the report.",Science
"Bradley Foster & Sargent Inc. CT lessened its position in Illumina, Inc. (NASDAQ:ILMN – Free Report) by 21.3% during the second quarter, according to the company in its most recent 13F filing with the SEC. The fund owned 1,877 shares of the life sciences comp…",Science
"Fisher Asset Management LLC grew its holdings in Ingersoll Rand Inc. (NYSE:IR – Free Report) by 15.0% in the second quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 5,944,881 shares…",Science
StockNews.com initiated coverage on shares of Sangamo Therapeutics (NASDAQ:SGMO – Free Report) in a research note published on Friday morning. The brokerage issued a sell rating on the biopharmaceutical company’s stock. SGMO has been the subject of a number o…,Science
"Canaccord Genuity Group cut shares of Illumina (NASDAQ:ILMN – Free Report) from a buy rating to a hold rating in a report released on Friday, Marketbeat reports. Canaccord Genuity Group currently has $120.00 target price on the life sciences company’s stock, …",Science
"ADMA Biologics (NASDAQ:ADMA – Get Free Report) and Big Cypress Acquisition (OTCMKTS:BCYP – Get Free Report) are both small-cap medical companies, but which is the better investment? We will contrast the two companies based on the strength of their institution…",Science
"Wrapmanager Inc. purchased a new position in shares of Azenta, Inc. (NASDAQ:AZTA – Free Report) during the 2nd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm purchased 6,750 shares of the comp…",Science
